你是一个游戏本地化质检专家。请审查以下中英对照翻译，检查：
1. 错译 / 英文不自然
2. 漏译 / 语义偏差
3. 代码、标签（如 {icon1}、[color=xxx][/color]）、占位符格式错误
4. 术语一致性 — 必须使用标准术语表中的译法
5. 术语语法 — 检查术语的大小写（句首/句中）、单复数、冠词搭配

规则：
- 只列出需要修改的行
- 格式严格为：ID | 修正版译文
- 没有问题的行不要列出
- 如果全部没问题，回复"无需修改"

---以下是待审查内容（第2批，共4批）---

ID | 原文 | 译文
729 | 使用后提升己方士兵防御20%，持续12小时 | Upon use, increases allied soldiers' Defense by 20% for 12 hr
730 | 使用后阻止敌人侦察得到岛屿信息，持续2小时 | Prevents enemies from getting island detail for 2 hr after use
731 | 使用后阻止敌人侦察得到岛屿信息，持续8小时 | Prevents enemies from scouting island details for 8 hr after use
732 | 使用后阻止敌人侦察得到岛屿信息，持续24小时 | After use, prevents enemies from scouting island detail for 24 hr
733 | 使用后提升己方士兵穿透10%，持续2小时 | Increases your troops' Penetration by 10% for 2 hr after use
734 | 使用后提升己方士兵穿透20%，持续12小时 | Upon use, increases allied soldiers' Penetration by 20% for 12 hr
735 | 使用后提升己方士兵生命10%，持续2小时 | Upon use, increases allied soldiers' Health by 10% for 2 hrs
736 | 使用后提升己方士兵生命20%，持续12小时 | Increases allied soldiers' Health by 20% for 12 hr after use
737 | 使用后降低敌方士兵攻击10%，持续2小时 | Upon use, reduces enemy soldiers' Attack by 10% for 2 hr
738 | 使用后降低敌方士兵攻击20%，持续12小时 | Upon use, reduces enemy soldiers' Attack by 20% for 12 hr
739 | 使用后降低敌方士兵防御10%，持续2小时 | On use, reduces enemy soldiers' Defense by 10% for 2 hr
740 | 使用后降低敌方士兵防御20%，持续12小时 | Upon use, reduces enemy soldiers' Defense by 20% for 12 hr
741 | 使用后提升出征士兵容量10%，持续2小时 | Increases March troop capacity by 10% for 2 hr after use
742 | 使用后提升出征士兵容量20%，持续12小时 | Increases marching troop capacity by 20% for 12 hr after use
743 | 使用后，募兵营单次训练容量提升200%，持续2小时 | On use, Barracks single-training capacity is increased by 200% for 2 hr
744 | 使用后降低敌方士兵穿透10%，持续2小时 | On use, reduces enemy soldiers' Penetration by 10% for 2 hr
745 | 使用后降低敌方士兵穿透20%，持续12小时 | On use, reduces enemy soldiers' Penetration by 20% for 12hr
746 | 使用后降低敌方士兵生命10%，持续2小时 | On use, reduces enemy soldiers' Health by 10% for 2 hr
747 | 使用后降低敌方士兵生命20%，持续12小时 | Upon use, reduces enemy soldiers' Health by 20% for 12 hr
748 | 激活后获得默认头像框装扮 | Upon activation, get the Starter Avatar Frame cosmetic
749 | 激活后获得【火力压制头像框】装扮 | Upon activation, get 【Suppression Fire Avatar Frame】 Outfit
750 | 激活后获得永久【星际漫游头像框】装扮（属性增益：生产食物加成+2%） | After activation, permanently get 【Stellar Voyage Avatar Frame】Decoration（Attribute Bonus: Food production +2%）
751 | 激活后获得永久【勇者荣耀头像框】装扮（属性增益：生产铁矿加成+1%） | After activation, permanently gain 【Hero's Glory Avatar Frame】decoration（attribute bonus: Iron Mine production +1%）
752 | 获得后，可解锁亚力斯特头像 | Unlocks the Alistair Avatar when obtained
753 | 获得后，可解锁艾丽莎头像 | Once obtained, unlocks the Elisa Avatar
754 | 获得后，可解锁未来战士头像 | Unlocks the Austin Avatar after obtaining
755 | 获得后，可解锁武士头像 | Unlock the Pain Avatar upon obtaining
756 | 获得后，可解锁阿瑞斯头像 | Unlocks Ares Avatar when obtained
757 | 获得后，可解锁布鲁斯头像 | Once obtained, unlocks the Bruce Avatar
758 | 获得后，可解锁麦尔斯头像 | When obtained, unlocks the Miles Avatar
759 | 获得后，可解锁爱格伯特头像 | Egbert Avatar: Unlock after obtaining
760 | 获得后，可解锁朱莉头像 | Unlock Julie Avatar after obtaining
761 | 获得后，可解锁西尔维亚头像 | Unlocks the Sylvia Avatar upon obtainment
762 | 获得后，可解锁勇士头像 | After obtaining it, unlocks the Balk Avatar
763 | 获得后，可解锁塞拉头像 | Once acquired, unlocks the Sera Avatar
764 | 获得后，可解锁查克头像 | Unlock Chuck Avatar upon obtaining
765 | 获得后，可解锁约翰头像 | John Avatar unlocked after obtaining
766 | 提升统帅等级，可解锁钢铁督军称号（属性增益：士兵防御+1%） | Increase Commander Level to unlock the Iron Marshal title（Attribute Bonus: Soldier Defense +1%）
767 | 提升统帅等级，可解锁末世主宰称号（属性增益：士兵攻击+2%） | Increase Commander level to unlock the Apocalypse Overlord title（Attribute bonus: Soldier Attack +2%）
768 | 激活后获得机械迷城风格的{buildtype_101}装扮（属性增益：士兵攻击+4%） | After activation, gain a Mechinarium-style {buildtype_101} outfit （ attribute bonus: Soldier Attack +4%）
769 | 激活后获得坚固堡垒风格的{buildtype_101}装扮（属性增益：士兵防御+2%） | After activation, gain a Fortified Bastion-style {buildtype_101} outfit （ Attribute Buff: Soldier Defense +2%）
770 | 激活后获得初始聊天气泡装扮 | Gain a Default Chat Box skin after activation
771 | 激活后获得永久【勇者荣耀】聊天气泡装扮（属性增益：建造速度+1%） | After activation, gain a permanent 【Hero's Glory】 chat bubble skin（Attribute Bonus: Construction Speed +1%）
772 | 激活后获得永久【未来科技】聊天气泡装扮（属性增益：研究速度+2%） | Upon activation get permanent 【Future Technology】 chat bubble skin（Attribute bonus: Research speed +2%）
773 | 激活后获得【地下拳王】称号（属性增益：士兵攻击+2%），持续7天 | After activation, get the【Underground Boxing King】title（Attribute Bonus: Soldier Attack +2%）, lasts for 7 days
774 | 激活后获得永久【地下拳皇】称号（属性增益：士兵攻击+2%） | After activation, permanently gain the 【Underground Boxing King】 title（ Attribute Bonus: Soldier Attack +2%）
775 | 激活后获得【望远镜】装饰，解锁后可以提升装饰物星级。 | After activation, you receive the 【Telescope】 decoration; once unlocked, you can increase the decoration’s star level.
776 | 激活后获得【留声机】装饰，解锁后可以提升装饰物星级。 | After activating, obtain the 【Gramophone】 decoration; once unlocked, you can upgrade the decoration’s star level.
777 | 激活后获得【古典钢琴】装饰，解锁后可以提升装饰物星级。 | After activation, get the 【Classical Piano】 decoration; once unlocked, you can increase the decoration’s star rating.
778 | 激活后获得【拳击奖杯】装饰，解锁后可以提升装饰物星级。 | After activation, you obtain the 【 Boxing Trophy 】 decoration, once unlocked, you can raise the decoration's star level.
779 | 激活后获得【进击的土拨鼠】装饰，解锁后可以提升装饰物星级。 | After activation, you get the 【Advancing Marmot】 decoration; after unlocking it, you can increase the decoration’s star level.
780 | 激活后获得【室内喷泉】装饰，解锁后可以提升装饰物星级。 | After activation, obtain the 【Indoor Fountain】 decoration; once unlocked, you can increase the star rating of decorations.
781 | 激活后获得【生态鱼缸】装饰，解锁后可以提升装饰物星级。 | After activation, obtain the 【Ecological Aquarium】 decoration. Once unlocked, you can increase the decoration’s star rating.
782 | 激活后获得【能工巧匠】装饰，解锁后可以提升装饰物星级。 | After activation, get the 【Skilled Craftsman】 ornament; after unlocking it, you can increase its star level.
783 | 激活后获得【地下拳王】装饰，解锁后可以提升装饰物星级。 | After activation, get the 【Underground Boxing King】 decoration; once unlocked, you can increase the decoration’s star level.
784 | 激活后获得【大本钟】装饰，解锁后可以提升装饰物星级。 | After activation, you will get the 【Big Ben】 decoration, and once unlocked, you can increase the decoration's star level.
785 | 激活后获得【自由女神】装饰，解锁后可以提升装饰物星级。 | After activation, get the 【Statue of Liberty】 decoration; after unlocking, you can increase the decoration’s star level.
786 | 激活后获得【青花瓷】装饰，解锁后可以提升装饰物星级。 | After activation, get 【Blue-and-White Porcelain】 decoration; once unlocked, you can increase the decoration’s star level.
787 | 激活后获得【鼠鼠的一大步】装饰，解锁后可以提升装饰物星级。 | After activation, get the 【A Giant Leap for Groundhog】 decoration; once unlocked, you can increase the decoration’s star level.
788 | 激活后获得【超能机械臂】装饰，解锁后可以提升装饰物星级。 | After activation, obtain 【Powered Mechanical Arm】 decoration; once unlocked, you can upgrade the decoration’s star level.
789 | 可用于兑换为部分已获取的蓝色装饰物兑换券 | Can be exchanged for vouchers for some blue cosmetics you already own
790 | 可用于兑换为部分已获取的紫色装饰物兑换券 | Can be used to exchange for vouchers for some purple cosmetics you already obtained
791 | 可用于兑换为部分已获取的橙色装饰物兑换券 | Can be used to exchange for vouchers for some Orange-quality decorations you own
792 | 集齐10个兑换券可解锁望远镜，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock the Telescope, which can then be used to upgrade decoration star levels
793 | 集齐10个兑换券可解锁留声机，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock the Gramophone, which can then be used to upgrade decoration star ratings
794 | 集齐10个兑换券可解锁古典钢琴，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock the Classical Piano, which can then be used to upgrade decoration star ratings
795 | 集齐10个兑换券可解锁拳击奖杯，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock the Boxing Trophy, which can then be used to upgrade the star level of Decorations
796 | 集齐10个兑换券可解锁进击的土拨鼠，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock the Advancing Marmot; once unlocked, it can be used to upgrade the decoration’s star level
797 | 集齐10个兑换券可解锁室内喷泉，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock the Indoor Fountain, which can then be used to increase Decoration star ratings
798 | 集齐10个兑换券可解锁生态鱼缸，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock the Ecological Aquarium, which can then be used to upgrade decoration star levels
799 | 集齐10个兑换券可解锁能工巧匠，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock the Skilled Craftsman, which can then be used to increase the star level of Decorations
800 | 集齐10个兑换券可解锁地下拳王，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock Underground Boxing King. After unlocking, it can be used to upgrade the decoration’s star level
801 | 集齐10个兑换券可解锁大本钟，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock Big Ben, which can then be used to upgrade the decoration’s star level
802 | 集齐10个兑换券可解锁自由女神，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock the Statue of Liberty. Once unlocked, it can be used to upgrade the decoration’s star level
803 | 集齐10个兑换券可解锁青花瓷，解锁后可用于提升装饰物星级 | Collect 10 vouchers to unlock Blue-and-White Porcelain, which can then be used to upgrade a decoration’s star level
804 | 集齐10个兑换券可解锁鼠鼠的一大步，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock A Giant Leap for Groundhog, which can then be used to increase a decoration’s Star Level
805 | 集齐10个兑换券可解锁超能机械臂，解锁后可用于提升装饰物星级 | Collect 10 Vouchers to unlock the Powered Mechanical Arm, which can then be used to upgrade decorations’ star ratings
806 | 1分钟建造加速，只能用于建筑升级时加速 | 1m Construction Speedup, can only be used to speed up during building Upgrade
807 | 5分钟建造加速，只能用于建筑升级时加速 | 5m Construction Speedup, can only be used to speed up Building Upgrades
808 | 1小时建造加速，只能用于建筑升级时加速 | 1h Construction Speedup, can only be used to speed up during building Upgrade
809 | 1分钟训练加速，只能用于训练士兵时加速 | 1m Training Speedup, can only be used to Speedup training
810 | 5分钟训练加速，只能用于训练士兵时加速 | 5m Training Speedup, can only be used to speed up Troop Training
811 | 1小时训练加速，只能用于训练士兵时加速 | 1h Training Speedup, can only be used to speed up when you train soldiers
812 | 1分钟治疗加速，只能用于治疗士兵时加速 | 1m Healing Speedup, can only be used to speed up soldier healing
813 | 5分钟治疗加速，只能用于治疗士兵时加速 | 5m Healing Speedup, can only speed up when healing soldiers
814 | 1小时治疗加速，只能用于治疗士兵时加速 | 1h Healing Speedup, can only be used to speed up when healing soldiers
815 | 1分钟科技加速，只能用于研究科技时加速 | 1m Research Speedup, can only be used to speed up Research
816 | 5分钟科技加速，只能用于研究科技时加速 | 5m Research Speedup, can only be used to speed up Research
817 | 1小时科技加速，只能用于研究科技时加速 | 1h Research Speedup, can only be used to speed up Research
818 | 1分钟通用加速，可用于任何情况下加速 | 1m General Speedup, can be used to speed up in any situation
819 | 5分钟通用加速，可用于任何情况下加速 | 5m General Speedup, can be used to speed up in any situation
820 | 1小时通用加速，可用于任何情况下加速 | 1h General Speedup, can be used to speed up any process
821 | 3小时通用加速，可用于任何情况下加速 | 3h General Speedup, can be used to speed up anything
822 | 8小时通用加速，可用于任何情况下加速 | 8h General Speedup, can be used to speed up any process
823 | 使用后可获得：10,000食物 | Use to obtain: 10K Food
824 | 使用后可获得：100,000食物 | Use to get: 100K Food
825 | 使用后可获得：500,000食物 | Use to obtain: 500K Food
826 | 使用后可获得：1,000,000食物 | Use to obtain: 1M Food
827 | 使用后可获得：5,000,000食物 | Use to get: 5M Food
828 | 使用后可获得：100食物 | Use to get: 100 Food
829 | 使用后可获得：1,000食物 | Use to obtain: 1K Food
830 | 使用后可获得：10,000金币 | Use to obtain: 10K Gold
831 | 使用后可获得：100,000金币 | Use to obtain: 100K Gold
832 | 使用后可获得：500,000金币 | Use to get: 500K Gold
833 | 使用后可获得：1,000,000金币 | Upon use, grants: 1M Gold
834 | 使用后可获得：5,000,000金币 | Use to obtain: 5M Gold
835 | 使用后可获得：100金币 | Use to get: 100 Gold
836 | 使用后可获得：1,000金币 | Grants: 1K Gold when used
837 | 使用后可获得：10,000石材 | Upon use, gain: 10K Stone
838 | 使用后可获得：100,000石材 | Use to get: 100K Stone
839 | 使用后可获得：500,000石材 | Use to obtain: 500K Stone
840 | 使用后可获得：1,000,000石材 | Use to obtain: 1M Stone
841 | 使用后可获得：5,000,000石材 | Use to obtain: 5M Stone
842 | 使用后可获得：100石材 | Use to get: 100 Stone
843 | 使用后可获得：1,000石材 | Use to obtain: 1K Stone
844 | 使用后可获得：10,000铁矿 | Use to obtain: 10K Iron
845 | 使用后可获得：100,000铁矿 | Use to obtain: 100K Iron
846 | 使用后可获得：500,000铁矿 | Use to get: 500K Iron
847 | 使用后可获得：1,000,000铁矿 | Use to obtain: 1M Iron
848 | 使用后可获得：5,000,000铁矿 | Use to obtain: 5M Iron
849 | 使用后可获得：100铁矿 | Use to get: 100 Iron
850 | 使用后可获得：1,000铁矿 | Use to get: 1K Iron
851 | 打开后可任选其中一样：10,000食物、10,000石料、10,000铁矿或10,000金币 | After opening, you can choose one of the following: 10K Food, 10,000 Stone, 10K Iron or 10K Gold
852 | 打开后可任选其中一样：100,000食物、100,000石料、100,000铁矿或100,000金币 | Open to choose one of the following: 100K Food, 100K Stone, 100K Iron or 100K Gold
853 | 打开后可任选其中一样：500,000食物、500,000石料、500,000铁矿或500,000金币 | Upon opening, choose one of the following: 500K Food, 500K Stone, 500K Iron, or 500K Gold
854 | 打开后可任选其中一样：1,000,000食物、1,000,000石料、1,000,000铁矿或1,000,000金币 | Upon opening, choose one of the following: 1M Food, 1,000,000 Stone, 1M Iron or 1M Gold
855 | 打开后可随机获得其中一样：10,000食物、10,000石料、10,000铁矿或10,000金币 | Open to randomly get one of the following: 10K Food, 10K Stone, 10K Iron, or 10K Gold
856 | 打开后可随机获得其中一样：100,000食物、100,000石料、100,000铁矿或100,000金币 | Open to randomly receive one of the following: 100K Food, 100K Stone, 100K Iron, or 100K Gold
857 | 打开后可随机获得其中一样：500,000食物、500,000石料、500,000铁矿或500,000金币 | Open to randomly receive one of the following: 500K Food, 500K Stone, 500K Iron or 500K Gold
858 | 打开后可随机获得其中一样：1,000,000食物、1,000,000石料、1,000,000铁矿或1,000,000金币 | Open to randomly receive one of the following: 1M Food, 1M Stone, 1M Iron or 1M Gold
859 | 使用后可获得：10钻石 | Use to get: 10 Gems
860 | 使用后可获得：100钻石 | Use to obtain: 100 Gems
861 | 使用后可获得：500钻石 | Use to get: 500 Gems
862 | 使用后可获得：1,000钻石 | Use to obtain: 1K Gems
863 | 使用后可获得：10统帅点数 | Use to obtain: 10 VIP XP
864 | 使用后可获得：100统帅点数 | Use to obtain: 100 VIP XP
865 | 使用后可获得：1,000统帅点数 | Use to obtain: 1K VIP XP
866 | 立即补充10体力，超出体力值上限仍可累加 | Immediately restore 10 Stamina. It can exceed your maximum Stamina
867 | 立即补充50体力，超出体力值上限仍可累加 | Instantly restores 50 Stamina, can exceed the maximum Stamina limit and continue stacking
868 | 立即补充100体力，超出体力值上限仍可累加 | Instantly restores 100 Stamina, even beyond the maximum Stamina limit
869 | 打开随机获得一件橙色品质英雄装备 | Open to obtain a random piece of Orange-quality Heros gear
870 | 打开随机获得一件紫色品质英雄装备 | Open to get a random purple-quality Heros gear
871 | 打开随机获得一件蓝色品质英雄装备 | Open to get a random piece of Blue-quality Heros gear
872 | 打开随机获得一件绿色品质英雄装备 | Open to receive 1 random piece of green-quality Heros equipment
873 | 打开随机获得一件白色品质英雄装备 | Open to get 1 random piece of White-quality Heros equipment
874 | 打开选择一件心仪的橙色品质任意部位的英雄装备 | Open to select one preferred orange-quality piece of Heros gear for any slot
875 | 打开选择一件心仪的紫色品质任意部位的英雄装备 | Open and equip a desired Purple-quality Heros equipment for any slot
876 | 打开选择一件心仪的蓝色品质任意部位的英雄装备 | Choose one preferred blue-quality piece of Heros gear for any slot
877 | 打开选择一件心仪的橙色品质英雄头盔装备 | Open to choose a desired orange-quality Heros helmet equipment
878 | 打开选择一件心仪的橙色品质英雄武器装备 | Open to choose one desired orange-quality Heros weapon gear
879 | 打开选择一件心仪的橙色品质英雄衣服装备 | Choose one desired orange-quality Heros outfit
880 | 打开选择一件心仪的橙色品质英雄鞋子装备 | Open to choose one desired orange-quality Heros boots equipment
881 | 使用后可随机获得一件蓝色及以上的英雄装备。（有一定概率可获得橙色品质装备） | Use to randomly get one piece of Blue-quality or better Heros gear.（Has a chance to get Orange-quality gear）
882 | 获得神秘随机奖励 | Receive a mysterious random reward
883 | 使用后可随机获得一份橙色品质的装饰物兑换券 | Use to randomly get an Orange-quality Decoration Voucher
884 | 使用后可随机获得一份紫色品质的装饰物兑换券 | Use to randomly get a Purple-quality Decoration Exchange Voucher
885 | 使用后可随机获得一份蓝色品质的装饰物兑换券 | Use to randomly get a Blue-quality Decoration Voucher
886 | 打开后可自选以下奖励中的任意一种：1个通用橙色装饰物兑换券、2个通用紫色装饰物兑换券、8个通用蓝色装饰物兑换券 | Upon opening, choose any one of the following rewards: 1 Legendary General Decoration Voucher, 2 Epic General Decoration Vouchers, 8 Rare General Decoration Vouchers
887 | 打开后可以选择获得以下奖励中的任意一种：1个智能芯片、5个传感器、500个高温合金 | Upon opening, you can choose to receive one of the following rewards: 1 Intelligent Chip, 5 Sensors, or 500 High-Temperature Alloy
888 | 自动激活24小时统帅特权时间 | Automatically activates 24h of Commander Privileges
889 | 自动激活7天统帅特权时间 | Automatically activate 7-day Commander Privilege duration
890 | 自动激活30天统帅特权时间 | Automatically activates 30 days of Commander Privilege time
891 | 使用获得：24小时统帅特权时间 | Use to get: 24h Commander Privilege duration
892 | 使用获得：7天统帅特权时间 | Use to get: 7-day Commander Privilege time
893 | 使用获得：30天统帅特权时间 | Use to get: 30 days of Commander Privilege time
894 | {buildtype_101}等级越高，使用后可获得的英雄经验数量越多。当前{buildtype_101}等级使用后可获得英雄经验值：{num} | The higher the {buildtype_101} level, the more Hero XP you gain when used. At the current {buildtype_101} level, using it grants {num} Hero XP
895 | 每日任务活跃度，累积活跃度可以领取宝箱 | Earn Activity Points from Daily Quests, and claim chests by accumulating Activity Points
896 | 可增加联盟科技的科技点 | Grants Tech Points for Alliance Technology
897 | 使用后可以进行1次英雄招募 | Can be used once to Recruit Hero
898 | 可在幸运转盘活动进行一次转盘抽奖 | You can spin the Lucky Wheel once in the Lucky Wheel event
899 | 修改您的名称 | Change your name
900 | 使你的岛屿免受其他玩家攻击与侦察，持续8个小时(主动攻击其他玩家会消失） | Protect your island from other players’ attacks and scouting for 8 hr(Launching an active Attack on other players will cancel this effect）
901 | 使你的岛屿免受其他玩家攻击与侦察，持续24个小时(主动攻击其他玩家会消失） | Protect your island from other players’ Attacks and Scouting for 24 hr(Initiating an Attack on other players will cancel this effect）
902 | 使你的岛屿免受其他玩家攻击与侦察，持续2个小时(主动攻击其他玩家会消失） | Protect your island from other players’ attacks and scouting for 2 hr(Attacking other players will cancel this effect）
903 | 使用后可将您的避难所移动到联盟聚集地附近 | Use to relocate your Shelter near the Alliance gathering point
904 | 使用后可将您的避难所移动到地图上的任意位置，并自动撤回野外部队 | Use to move your Shelter to any location on the map and automatically recall all marching troops
905 | 使用后可将您的避难所随机移动到地图上的某一位置 | Use to randomly relocate your Shelter to a new position on the map
906 | 使用后，部队剩余行军时间立即降低25% | Upon use, the remaining march time of the troop is immediately reduced by 25%
907 | 使用后，部队剩余行军时间立即降低50% | Upon use, the remaining march time of the troops is instantly reduced by 50%
908 | 使用后，可以将尚未抵达目的地的行军部队召回 | After use, you can perform a Troop Recall on marching troops that have not yet reached their destination
909 | 用于提升英雄的等级 | Used to increase Heros' level
910 | 可用于兑换为部分已招募的蓝色英雄碎片 | Can be used to redeem some Shards for already recruited Blue Heros
911 | 可用于兑换为部分已招募的紫色英雄碎片 | Can be used to redeem shards of certain purple Heros you’ve recruited
912 | 可用于兑换为部分已招募的橙色英雄碎片 | Can be exchanged for fragments of already-recruited Legendary Heros
913 | 集齐10个碎片可招募亚力斯特，招募后可用于提升英雄星级 | Collect 10 shards to recruit Alistair; after recruiting, he can be used to increase the Heros’ star level
914 | 集齐10个碎片可招募艾丽莎，招募后可用于提升英雄星级 | Collect 10 shards to recruit Elisa. After recruiting, she can be used to increase Heros star level
915 | 集齐10个碎片可招募奥斯汀，招募后可用于提升英雄星级 | Collect 10 fragments to recruit Austin; after recruiting, they can be used to increase the Heros' star level
916 | 集齐10个碎片可招募佩恩，招募后可用于提升英雄星级 | Collect 10 shards to recruit Pain; after recruiting, use them to increase the Hero's star level
917 | 集齐10个碎片可招募阿瑞斯，招募后可用于提升英雄星级 | Collect 10 fragments to recruit Ares. After recruiting Ares, they can then be used to increase this Heros star level
918 | 集齐10个碎片可招募布鲁斯，招募后可用于提升英雄星级 | Collect 10 shards to recruit Bruce. After Bruce is recruited, the shards can be used to increase Heros's star level
919 | 集齐10个碎片可招募麦尔斯，招募后可用于提升英雄星级 | Collect 10 shards to recruit Miles. After recruiting him, it can be used to increase Heros star level
920 | 集齐10个碎片可招募爱格伯特，招募后可用于提升英雄星级 | Collect 10 fragments to recruit Egbert. After recruiting, they can be used to increase Heros star level
921 | 集齐10个碎片可招募朱莉，招募后可用于提升英雄星级 | Collect 10 fragments to recruit Julie; after recruiting her, she can be used to increase a Hero's star level
922 | 集齐10个碎片可招募西尔维亚，招募后可用于提升英雄星级 | Collect 10 shards to recruit Sylvia. After recruitment, they can be used to increase Sylvia’s star level
923 | 集齐10个碎片可招募巴尔克，招募后可用于提升英雄星级 | Collect 10 fragments to recruit Balk. After recruitment, you can use him to increase Heros star level
924 | 集齐10个碎片可招募塞拉，招募后可用于提升英雄星级 | Collect 10 fragments to recruit Sera. After recruiting Sera, you can use them to increase Heros star level
925 | 集齐10个碎片可招募查克，招募后可用于提升英雄星级 | Collect 10 shards to recruit Chuck. After recruiting, you can use him to increase Heros’ star level
926 | 集齐10个碎片可招募约翰，招募后可用于提升英雄星级 | Collect 10 Shards to recruit John; after recruiting, the shards can be used to increase Heros star level
927 | 操控机甲，具备极高输出能力 | Piloting a mech with extremely high Damage
928 | 操控飞行器，能远程击杀丧尸，号称丧尸杀手 | Pilots a flying drone to kill zombies from afar, earning the title of Zombie Slayer
929 | 装备先进的激光武器，擅长击杀丧尸群 | Equipped with advanced laser weapons, excels at mowing down zombie hordes
930 | 装备机械飞镖，华丽的飞镖之下是丧尸的哀嚎 | Equip the mechanical shuriken; beneath its dazzling arc lie the wails of the undead
931 | 装备厚重的铠甲，能抵御大量伤害 | Wearing heavy armor lets you withstand massive damage
932 | 擅长运用气功，远程击杀敌人 | Skilled in using inner energy to strike enemies from afar
933 | 装配有先进的狙击枪，可以对单体丧尸造成大量伤害 | Equipped with an advanced sniper rifle, it can deal massive damage to a single zombie
934 | 专精于科研，能召唤闪电球，给与丧尸致命打击 | Specializes in scientific research, can summon lightning orbs to deliver deadly blows to zombies
935 | 随身携带的背包，装满了食物和医疗物品，能随时治疗友方单位 | A portable Backpack filled with Food and medical supplies that can heal allied units at any time
936 | 挥舞的长鞭是桀骜性格的展现，擅长运用鞭子教训靠近她的一切敌人 | Her long, swinging whip is an expression of her untamed nature, and she excels at using it to punish any enemy that dares come close to her
937 | 身穿重甲，挥舞着巨大砍刀，随时击飞想要靠近的敌人 | Clad in heavy armor and swinging a massive cleaver, ready to knock away any enemy that tries to approach
938 | 百发百中，擅长千里之外射杀丧尸 | Never misses a shot, excels at taking down zombies from a thousand K away
939 | 擅长运用电锯，击杀所有靠近的丧尸 | Excels at using a chainsaw to cut down any zombies that get close
940 | 能造成高额伤害的远程物理输出型英雄。 | A ranged physical Damage Hero capable of dealing very high damage.
941 | 用于为装备提供10点经验值 | Grants 10 EXP to equipment
942 | 用于为装备提供20点经验值 | Grants 20 EXP to equipment
943 | 用于为装备提供100点经验值 | Grants 100 EXP to equipment
944 | 用于为装备提供500点经验值 | Grants 500 EXP to equipment
945 | 传说英雄专属装备升阶的关键材料 | A key material for ascending Legendary Heros' exclusive gear
946 | 装备升阶的关键材料 | A key material for equipment rank-up
947 | 韧性极佳的合金，可用于提升军火库装备品质 | A highly resilient alloy that can be used to improve the quality of equipment in your arsenal
948 | 强化军火库装备的核心材料 | A core material for upgrading Arsenal gear
949 | 强化军火库装备的关键材料 | Key material for upgrading equipment in the Armory
950 | 强化晶核的核心材料 | Core material for enhancing Crystal Cores
951 | 强化晶核的关键材料 | A key material for enhancing Crystal Cores
952 | 用于提升对决科技等级的关键材料 | A key material used to upgrade Duel Tech level
953 | 用废铁片拼接的头盔，勉强保护头部 | A helmet patched together from scrap metal, barely protecting the head
954 | 常见的球棒，在近战中能发挥一定作用 | A common baseball bat that can be somewhat useful in close combat
955 | 由破布和皮革缝制的衣服，提供基本防护 | Clothing stitched from rags and leather, offering basic protection
956 | 用轮胎和帆布制作的鞋子，适合废土行走 | Shoes made from tires and canvas, suitable for walking in the wasteland
957 | 用硬皮革制成的头盔，比简易头盔更舒适 | A helmet made of stiff leather, more comfortable than a Makeshift Helmet
958 | 锋利的匕首，适合快速刺击丧尸 | A sharp dagger, ideal for quick stabs against zombies
959 | 具有迷彩图案的衣服，提供一定的隐蔽性 | Clothing with a camouflage pattern that offers some concealment
960 | 轻便的短靴，适合长途跋涉 | Lightweight ankle boots, suitable for long journeys
961 | 坚固的头盔，由金属和皮革复合制成，防护性更好 | A sturdy helmet made from a metal-and-leather composite for improved protection
962 | 可靠的手枪，在近距离对付丧尸很有效 | A reliable handgun, very effective against zombies at close range
963 | 加厚背心，能抵御普通丧尸的抓咬 | A thickened vest that can withstand grabs and bites from ordinary zombies
964 | 厚实的皮鞋，保护脚部且耐穿 | Sturdy leather shoes that protect your feet and are built to last
965 | 钢制的头盔，防护性强，能承受重击 | A steel helmet with strong protection, able to withstand heavy blows
966 | 半自动步枪，火力较强，适合中距离战斗 | Semi-automatic rifle with strong firepower, ideal for mid-range combat
967 | 用坚韧兽皮制成的护甲，轻便且防护性好 | Armor made from tough beast hide, light yet offering good protection
968 | 高帮军靴，保护脚踝，适应复杂地形 | High-cut combat boots that protect the ankles and handle rough terrain
969 | 特制的防爆头盔，能抵御爆炸破片和重击 | A custom Blast-Proof Helmet that can withstand shrapnel and heavy impacts
970 | 改装的重型机枪，拥有持续的火力输出 | A modified heavy machine gun that provides sustained fire
971 | 专业的防爆护甲，能有效抵抗爆炸和撕咬 | Professional blast‑resistant armor that effectively withstands explosions and bites
972 | 特种作战靴，提供卓越的防护和舒适性 | Special operations boots that provide exceptional protection and comfort
973 | 获得后，为您增加同等数量的见习盾兵 | Upon acquisition, grants you an equal number of T1 Infantry
